EpRewMean,EpThisIter,TimestepsSoFar,EpisodesSoFar,surrgain,optimgain,TimeElapsed,meankl,entloss,ev_tdlam_before,entropy,EpLenMean
36.8,15,552,15,0.17607802,0.17607802,1.5954570770263672,0.006971495,0.0,0.24089592695236206,39.707718,36.8
34.766666666666666,15,1043,30,0.16798344,0.16798344,2.355186939239502,0.0069144755,0.0,0.5936988294124603,39.72302,34.766666666666666
32.7,15,1520,45,0.18657826,0.18657826,3.119969129562378,0.0072893696,0.0,0.6812557876110077,39.704796,32.7
32.625,14,1998,59,0.19160846,0.19160846,3.903240919113159,0.007117792,0.0,0.6814886927604675,39.692924,32.625
33.4,15,2502,74,0.18855694,0.18855694,4.764711141586304,0.0072004464,0.0,0.5276826620101929,39.688114,33.4
34.475,15,3046,89,0.1811297,0.1811297,5.691087245941162,0.0069973003,0.0,0.5754834711551666,39.653893,34.475
36.175,14,3583,103,0.23233265,0.23233265,6.729383230209351,0.0073993336,0.0,0.5845504701137543,39.65885,36.175
36.875,15,4115,118,0.18885222,0.18885222,8.34276819229126,0.0067411065,0.0,0.32681846618652344,39.624214,36.875
37.275,14,4655,132,0.18931805,0.18931805,10.02092432975769,0.006776141,0.0,0.5875762701034546,39.604855,37.275
37.525,13,5161,145,0.18546566,0.18546566,11.755442142486572,0.006900977,0.0,0.6264479160308838,39.62659,37.525
39.875,12,5677,157,0.20645508,0.20645508,13.264455318450928,0.0067665977,0.0,0.2889915108680725,39.623825,39.875
39.8,15,6247,172,0.1931785,0.1931785,14.387391090393066,0.0069846665,0.0,0.5215407013893127,39.63118,39.8
39.7,12,6709,184,0.18490344,0.18490344,15.354422092437744,0.0068287207,0.0,0.6503128707408905,39.6328,39.7
40.95,11,7203,195,0.19119129,0.19119129,16.384427070617676,0.0066510467,0.0,0.5329967439174652,39.647423,40.95
39.7,13,7698,208,0.19055569,0.19055569,17.358524322509766,0.007144451,0.0,0.7514604926109314,39.640736,39.7
40.125,13,8191,221,0.19392976,0.19392976,18.37879705429077,0.0071779136,0.0,0.6325632929801941,39.65107,40.125
38.675,13,8703,234,0.21275723,0.21275723,19.395549297332764,0.006944827,0.0,0.6770715713500977,39.63594,38.675
39.675,12,9192,246,0.19118541,0.19118541,20.29896903038025,0.007089536,0.0,0.8120074272155762,39.600998,39.675
39.425,13,9696,259,0.20510134,0.20510134,21.30337619781494,0.006875721,0.0,0.7467317879199982,39.600956,39.425
41.225,12,10222,271,0.2151314,0.2151314,22.20127511024475,0.0071795858,0.0,0.6582750380039215,39.60998,41.225
41.4,13,10737,284,0.19997455,0.19997455,23.05041217803955,0.0072428943,0.0,0.610135406255722,39.54823,41.4
42.65,12,11263,296,0.20073824,0.20073824,24.115540981292725,0.007138364,0.0,0.8673436492681503,39.530716,42.65
41.5,11,11737,307,0.18713725,0.18713725,25.25693917274475,0.0073916623,0.0,0.7241343259811401,39.52612,41.5
44.7,11,12295,318,0.2006993,0.2006993,26.216917991638184,0.007212244,0.0,0.7353357672691345,39.477463,44.7
46.075,11,12792,329,0.20303045,0.20303045,27.24107003211975,0.006803526,0.0,0.7580690681934357,39.478024,46.075
47.425,11,13311,340,0.23808336,0.23808336,28.27141809463501,0.007103653,0.0,0.6261298656463623,39.475502,47.425
48.325,10,13825,350,0.20919867,0.20919867,29.26440119743347,0.0073607475,0.0,0.6644209027290344,39.492565,48.325
48.575,10,14308,360,0.18647048,0.18647048,30.269726991653442,0.007902282,0.0,0.7704731971025467,39.510826,48.575
48.825,11,14819,371,0.22999313,0.22999313,31.30323100090027,0.007530405,0.0,0.7304206490516663,39.50513,48.825
47.825,11,15315,382,0.19783603,0.19783603,32.126657009124756,0.0074796756,0.0,0.7201618254184723,39.490646,47.825
47.5,9,15784,391,0.20246106,0.20246106,32.96479630470276,0.007963719,0.0,0.8327419608831406,39.458485,47.5
49.625,10,16332,401,0.21649301,0.21649301,33.90354299545288,0.007209594,0.0,0.6241548955440521,39.464806,49.625
50.525,10,16840,411,0.20331044,0.20331044,34.95389103889465,0.0070495815,0.0,0.6641365885734558,39.472084,50.525
52.4,11,17411,422,0.26257458,0.26257458,35.89949607849121,0.007229682,0.0,0.68061763048172,39.47612,52.4
51.65,10,17914,432,0.20741439,0.20741439,36.75299096107483,0.0071700728,0.0,0.8163603395223618,39.454422,51.65
51.525,10,18436,442,0.2074526,0.2074526,37.900421142578125,0.00756747,0.0,0.5161844193935394,39.446896,51.525
49.1,12,18978,454,0.24252698,0.24252698,38.740642070770264,0.0071338154,0.0,0.7951817661523819,39.433598,49.1
48.1,11,19504,465,0.22396608,0.22396608,39.697317123413086,0.0075809658,0.0,0.7615577727556229,39.428104,48.1
46.05,11,20010,476,0.20230171,0.20230171,40.670658111572266,0.007939499,0.0,0.7680907547473907,39.42119,46.05
45.275,12,20527,488,0.21389258,0.21389258,41.684816122055054,0.0073027993,0.0,0.7368346750736237,39.43302,45.275
46.7,9,20989,497,0.20408544,0.20408544,42.69544816017151,0.007312794,0.0,0.8251409232616425,39.431507,46.7
48.125,9,21472,506,0.22319338,0.22319338,43.56802725791931,0.0073299073,0.0,0.7971742898225784,39.41252,48.125
49.725,9,21934,515,0.25402755,0.25402755,44.79427194595337,0.0068811867,0.0,0.8375653028488159,39.456547,49.725
50.275,10,22416,525,0.20663452,0.20663452,45.76445531845093,0.0074211024,0.0,0.8328297138214111,39.456093,50.275
52.075,10,22948,535,0.2217533,0.2217533,46.841530084609985,0.007921476,0.0,0.5930342674255371,39.41859,52.075
50.6,10,23453,545,0.24249776,0.24249776,48.13210916519165,0.0072547733,0.0,0.8446837216615677,39.397903,50.6
52.2,9,23974,554,0.22740841,0.22740841,49.10231018066406,0.0072864573,0.0,0.3851308226585388,39.369747,52.2
54.075,10,24519,564,0.23425153,0.23425153,50.25070524215698,0.007352719,0.0,0.7494248449802399,39.408314,54.075
54.5,11,25128,575,0.21945514,0.21945514,51.3971803188324,0.00748029,0.0,0.8582823276519775,39.43408,54.5
54.05,10,25615,585,0.21892083,0.21892083,52.50507211685181,0.007999912,0.0,0.8603553622961044,39.43872,54.05
52.825,10,26150,595,0.21162441,0.21162441,53.64265513420105,0.007010634,0.0,0.8916089609265327,39.42782,52.825
51.85,10,26660,605,0.24981315,0.24981315,54.50098204612732,0.0076027308,0.0,0.8146956413984299,39.412243,51.85
53.6,9,27210,614,0.24111786,0.24111786,55.30219602584839,0.007300202,0.0,0.7715304493904114,39.469673,53.6
54.225,9,27682,623,0.21489967,0.21489967,56.13138723373413,0.0076501346,0.0,0.7956549227237701,39.470337,54.225
55.275,10,28258,633,0.20851335,0.20851335,57.63821625709534,0.007276243,0.0,0.7911217957735062,39.4447,55.275
55.85,11,28850,644,0.24567883,0.24567883,58.497480154037476,0.008090356,0.0,0.7125307619571686,39.445877,55.85
54.825,9,29357,653,0.23358774,0.23358774,59.740875005722046,0.0073539196,0.0,0.5476788878440857,39.437992,54.825
55.15,10,29888,663,0.22715119,0.22715119,60.85957098007202,0.007871782,0.0,0.7957443594932556,39.411495,55.15
54.05,9,30375,672,0.24597494,0.24597494,61.99850797653198,0.007615773,0.0,0.7812957018613815,39.401722,54.05
54.425,10,30893,682,0.22644551,0.22644551,62.90512418746948,0.008023858,0.0,0.8635167479515076,39.3828,54.425
52.675,9,31356,691,0.23085982,0.23085982,64.15405321121216,0.0075303284,0.0,0.8436436355113983,39.355953,52.675
52.725,10,31885,701,0.22394551,0.22394551,65.02764534950256,0.007862431,0.0,0.8353417664766312,39.349247,52.725
53.025,8,32353,709,0.25126886,0.25126886,66.23381519317627,0.007475247,0.0,0.6042578518390656,39.368774,53.025
55.225,8,32822,717,0.23762041,0.23762041,67.4957480430603,0.0072166612,0.0,0.7742714136838913,39.36939,55.225
56.35,8,33295,725,0.23326585,0.23326585,68.58699488639832,0.0077812187,0.0,0.5603578686714172,39.39124,56.35
57.4,8,33758,733,0.25714138,0.25714138,69.65998792648315,0.007491238,0.0,0.7636076211929321,39.409313,57.4
58.4,9,34258,742,0.20642693,0.20642693,72.26869034767151,0.007856846,0.0,0.8420693576335907,39.412155,58.4
58.175,8,34738,750,0.21516505,0.21516505,75.33453106880188,0.0077177845,0.0,0.6495994031429291,39.39771,58.175
55.6,10,35244,760,0.22380948,0.22380948,78.93185424804688,0.007583081,0.0,0.7600319385528564,39.40351,55.6
56.625,9,35782,769,0.21360531,0.21360531,80.48550128936768,0.0078510605,0.0,0.8460660576820374,39.456554,56.625
57.225,8,36288,777,0.21590643,0.21590643,81.31365609169006,0.0076247985,0.0,0.7548186779022217,39.395668,57.225
57.9,8,36776,785,0.22885603,0.22885603,82.11820602416992,0.008400397,0.0,0.8808251917362213,39.381638,57.9
59.6,9,37316,794,0.25321785,0.25321785,82.97066020965576,0.008105009,0.0,0.834598496556282,39.414913,59.6
62.025,8,37839,802,0.2538076,0.2538076,83.91246914863586,0.008082791,0.0,0.8104704469442368,39.403275,62.025
61.4,9,38381,811,0.22566286,0.22566286,85.0509181022644,0.007712477,0.0,0.7351201772689819,39.35457,61.4
61.075,9,38889,820,0.2252543,0.2252543,86.24163508415222,0.008021275,0.0,0.756124272942543,39.366566,61.075
59.8,9,39404,829,0.23079443,0.23079443,87.49113130569458,0.0082761645,0.0,0.818730503320694,39.358322,59.8
59.7,9,39945,838,0.24425733,0.24425733,88.59142017364502,0.007695487,0.0,0.8335800766944885,39.34724,59.7
59.45,9,40518,847,0.24345905,0.24345905,91.1866660118103,0.007695012,0.0,0.8467274308204651,39.349857,59.45
60.675,9,41048,856,0.21754093,0.21754093,93.59767198562622,0.007997913,0.0,0.8172796219587326,39.336536,60.675
59.5,9,41570,865,0.22370932,0.22370932,96.35406804084778,0.007536543,0.0,0.8857335671782494,39.301464,59.5
59.3,10,42128,875,0.21507947,0.21507947,99.75013709068298,0.007448015,0.0,0.8366255164146423,39.282177,59.3
59.325,8,42627,883,0.2284866,0.2284866,102.6006441116333,0.008491496,0.0,0.9285583272576332,39.2227,59.325
58.725,8,43110,891,0.2444484,0.2444484,105.14530730247498,0.008365989,0.0,0.8568326681852341,39.191757,58.725
59.85,9,43667,900,0.23528424,0.23528424,106.20091509819031,0.008000828,0.0,0.7202599048614502,39.171383,59.85
60.225,9,44208,909,0.2702846,0.2702846,107.07420325279236,0.007850483,0.0,0.8871956989169121,39.14307,60.225
62.375,8,44739,917,0.21394198,0.21394198,107.97096800804138,0.00790658,0.0,0.7748967558145523,39.215588,62.375
61.075,9,45264,926,0.23065147,0.23065147,108.7693738937378,0.00834468,0.0,0.868589386343956,39.196213,61.075
60.9,9,45775,935,0.24254945,0.24254945,109.52981519699097,0.008852605,0.0,0.7127061486244202,39.160526,60.9
58.8,9,46257,944,0.22805947,0.22805947,110.30450010299683,0.007864688,0.0,0.8118794560432434,39.111927,58.8
58.2,8,46747,952,0.24383575,0.24383575,111.0685601234436,0.008067003,0.0,0.7441226840019226,39.132866,58.2
57.9,8,47211,960,0.234855,0.234855,111.83679509162903,0.008328732,0.0,0.7446229755878448,39.103592,57.9
58.025,9,47749,969,0.23891279,0.23891279,112.62582302093506,0.00847535,0.0,0.7788861095905304,39.07788,58.025
60.325,8,48293,977,0.22928137,0.22928137,113.3959391117096,0.008610377,0.0,0.6276277303695679,39.069016,60.325
61.4,9,48836,986,0.24916711,0.24916711,114.16943526268005,0.008295277,0.0,0.7027568817138672,39.071545,61.4
63.025,7,49323,993,0.26845115,0.26845115,114.95384907722473,0.008882358,0.0,0.8386893719434738,39.037113,63.025
64.3,8,49837,1001,0.25961372,0.25961372,115.71621704101562,0.008210063,0.0,0.5980718731880188,39.03905,64.3
64.675,7,50293,1008,0.2585768,0.2585768,116.54678606987,0.008312464,0.0,0.8507200926542282,39.049633,64.675
63.25,9,50823,1017,0.2269219,0.2269219,117.8927481174469,0.008408217,0.0,0.8014015853404999,38.999393,63.25
64.45,8,51353,1025,0.24545625,0.24545625,118.90801906585693,0.008787668,0.0,0.9150723516941071,39.019283,64.45
64.825,9,51971,1034,0.23180428,0.23180428,120.58540606498718,0.008760794,0.0,0.8788161054253578,39.02034,64.825
64.2,7,52405,1041,0.22937834,0.22937834,121.7582061290741,0.009130315,0.0,0.85726398229599,39.022507,64.2
64.325,8,52944,1049,0.22815616,0.22815616,122.761225938797,0.008162689,0.0,0.888025626540184,39.00304,64.325
64.95,9,53477,1058,0.24110466,0.24110466,123.63676309585571,0.008193471,0.0,0.5848290920257568,39.013626,64.95
65.2,7,53961,1065,0.27020895,0.27020895,124.5652391910553,0.00878402,0.0,0.8246035724878311,38.988605,65.2
64.95,8,54513,1073,0.24692585,0.24692585,125.42845606803894,0.008344077,0.0,0.9052919670939445,39.019516,64.95
66.3,8,55057,1081,0.2524046,0.2524046,126.26427006721497,0.00861089,0.0,0.8607333302497864,39.00623,66.3
64.1,8,55508,1089,0.21186505,0.21186505,127.18578624725342,0.009562386,0.0,0.8639620691537857,39.00404,64.1
65.475,8,56035,1097,0.2580856,0.2580856,128.0280520915985,0.008077612,0.0,0.7997400760650635,39.014896,65.475
63.7,8,56509,1105,0.27232805,0.27232805,128.81608819961548,0.008426258,0.0,0.6704107522964478,38.996944,63.7
61.9,9,57044,1114,0.24387078,0.24387078,129.58267211914062,0.008908677,0.0,0.826865017414093,38.98596,61.9
60.475,8,57536,1122,0.24080566,0.24080566,130.37152099609375,0.008718236,0.0,0.7898303866386414,38.9748,60.475
60.775,9,58082,1131,0.2565485,0.2565485,131.14274215698242,0.008735789,0.0,0.8247106224298477,38.96265,60.775
58.775,9,58572,1140,0.25080886,0.25080886,131.91688013076782,0.008631732,0.0,0.789202407002449,38.947147,58.775
60.325,8,59089,1148,0.24840505,0.24840505,132.717627286911,0.008011842,0.0,0.7787593901157379,38.89343,60.325
61.225,8,59616,1156,0.24217671,0.24217671,133.48293209075928,0.008665433,0.0,0.8269141912460327,38.863197,61.225
61.675,8,60135,1164,0.222576,0.222576,134.27926921844482,0.00910721,0.0,0.8187253624200821,38.871986,61.675
62.3,9,60663,1173,0.24631932,0.24631932,135.07164525985718,0.00954739,0.0,0.798103079199791,38.86226,62.3
62.575,9,61187,1182,0.25003856,0.25003856,135.83627605438232,0.0093290415,0.0,0.8576830327510834,38.836876,62.575
61.375,8,61685,1190,0.25645167,0.25645167,136.63576292991638,0.008477559,0.0,0.8445289433002472,38.863964,61.375
61.9,7,62160,1197,0.2915562,0.2915562,137.5910451412201,0.008971735,0.0,0.8396985679864883,38.87349,61.9
61.45,8,62646,1205,0.2471035,0.2471035,138.36281394958496,0.009150926,0.0,0.5595719218254089,38.88599,61.45
62.3,8,63155,1213,0.2642737,0.2642737,139.14704418182373,0.008563991,0.0,0.7965197116136551,38.862915,62.3
64.025,7,63633,1220,0.26684436,0.26684436,140.01618099212646,0.0085074715,0.0,0.6617850065231323,38.86576,64.025
65.4,8,64164,1228,0.2466161,0.2466161,141.17075109481812,0.008691659,0.0,0.8998640850186348,38.8634,65.4
67.425,7,64730,1235,0.2737236,0.2737236,142.03882122039795,0.008647289,0.0,0.6955148875713348,38.868046,67.425
68.05,7,65181,1242,0.23341052,0.23341052,142.843022108078,0.0094636055,0.0,0.889002114534378,38.866287,68.05
66.3,9,65691,1251,0.23773704,0.23773704,143.67946314811707,0.008526439,0.0,0.8627873659133911,38.86076,66.3
65.475,8,66203,1259,0.27121,0.27121,144.5265142917633,0.008811647,0.0,0.816686362028122,38.880543,65.475
65.15,8,66716,1267,0.24907286,0.24907286,145.39864301681519,0.009762172,0.0,0.632800966501236,38.87483,65.15
60.9,9,67232,1276,0.24570867,0.24570867,146.42537021636963,0.0085190525,0.0,0.6823753416538239,38.87097,60.9
60.2,8,67715,1284,0.23702441,0.23702441,147.4639081954956,0.008479448,0.0,0.8209815621376038,38.857044,60.2
61.3,8,68202,1292,0.2549341,0.2549341,148.77157616615295,0.008226213,0.0,0.8653098195791245,38.883778,61.3
61.775,8,68721,1300,0.28773984,0.28773984,149.65904808044434,0.009257868,0.0,0.8254956901073456,38.87727,61.775
62.325,8,69251,1308,0.24210384,0.24210384,150.51224303245544,0.010463379,0.0,0.823520302772522,38.89568,62.325
64.275,7,69735,1315,0.22939718,0.22939718,151.44174695014954,0.009882128,0.0,0.8507621586322784,38.88676,64.275
64.075,10,70338,1325,0.25082392,0.25082392,152.32181096076965,0.009311337,0.0,0.8810793086886406,38.895264,64.075
65.425,7,70819,1332,0.23874998,0.23874998,153.40027499198914,0.008752201,0.0,0.7675490528345108,38.903,65.425
64.6,8,71305,1340,0.23597735,0.23597735,155.02980518341064,0.009508191,0.0,0.7976941466331482,38.888668,64.6
66.05,7,71820,1347,0.27329555,0.27329555,155.93008303642273,0.008881526,0.0,0.8508583754301071,38.896164,66.05
66.2,8,72383,1355,0.27342045,0.27342045,157.55338716506958,0.00921265,0.0,0.6597932875156403,38.888256,66.2
68.55,7,72901,1362,0.26609302,0.26609302,158.96366620063782,0.008846354,0.0,0.8779768720269203,38.880722,68.55
68.025,9,73452,1371,0.23174657,0.23174657,159.7610969543457,0.010000675,0.0,0.7589292675256729,38.862423,68.025
67.95,9,74023,1380,0.2403071,0.2403071,160.54889917373657,0.0090545425,0.0,0.7384966313838959,38.866695,67.95
67.975,6,74457,1386,0.26583636,0.26583636,161.34503602981567,0.0095171,0.0,0.8235127031803131,38.866104,67.975
66.275,8,74941,1394,0.24235356,0.24235356,162.1298632621765,0.011804138,0.0,0.8707007318735123,38.85786,66.275
64.575,8,75484,1402,0.27433798,0.27433798,162.98506903648376,0.009086907,0.0,0.829254150390625,38.852978,64.575
66.275,7,75955,1409,0.245939,0.245939,163.9799680709839,0.009258052,0.0,0.6830388605594635,38.838272,66.275
66.325,9,76550,1418,0.22583364,0.22583364,164.88889408111572,0.008951258,0.0,0.8653156012296677,38.861412,66.325
64.35,8,77031,1426,0.26323378,0.26323378,165.76539015769958,0.0094939815,0.0,0.8495787531137466,38.884037,64.35
64.45,7,77458,1433,0.24956429,0.24956429,166.6965172290802,0.009077162,0.0,0.7544542700052261,38.9047,64.45
65.05,8,78007,1441,0.26088226,0.26088226,167.91475415229797,0.0091518685,0.0,0.7411133348941803,38.9148,65.05
64.95,7,78483,1448,0.2727103,0.2727103,168.83392310142517,0.009501428,0.0,0.699447512626648,38.91077,64.95
65.575,8,79054,1456,0.23811248,0.23811248,169.86980819702148,0.009107933,0.0,0.8928957581520081,38.942753,65.575
69.2,6,79558,1462,0.25121072,0.25121072,171.45684504508972,0.009886678,0.0,0.8709043562412262,38.943844,69.2
70.75,7,80061,1469,0.23892723,0.23892723,172.45535898208618,0.009794795,0.0,0.9261326417326927,38.904896,70.75
72.55,7,80557,1476,0.27504832,0.27504832,173.52395796775818,0.009393342,0.0,0.9148530289530754,38.90076,72.55
72.075,6,80987,1482,0.25197625,0.25197625,174.56336998939514,0.009428811,0.0,0.8503501266241074,38.90199,72.075
71.825,8,81507,1490,0.26272333,0.26272333,175.67619109153748,0.0097727645,0.0,0.7350630164146423,38.898304,71.825
70.95,8,82059,1498,0.25438184,0.25438184,176.86675095558167,0.009236769,0.0,0.8533133715391159,38.890823,70.95
68.375,7,82534,1505,0.24549396,0.24549396,177.90000009536743,0.010283612,0.0,0.829349085688591,38.914074,68.375
67.0,9,83107,1514,0.2337664,0.2337664,178.78714108467102,0.009564481,0.0,0.8021748065948486,38.8929,67.0
67.375,7,83589,1521,0.25661266,0.25661266,179.66714119911194,0.009315409,0.0,0.8410830795764923,38.90227,67.375
69.125,6,84039,1527,0.25376016,0.25376016,180.5623972415924,0.0099086035,0.0,0.7109216451644897,38.920692,69.125
70.05,8,84639,1535,0.24487141,0.24487141,181.69199013710022,0.009873729,0.0,0.8758120611310005,38.935753,70.05
67.75,9,85178,1544,0.28865412,0.28865412,182.78156208992004,0.010074172,0.0,0.7778020054101944,38.93286,67.75
69.125,8,85726,1552,0.29194215,0.29194215,183.88066625595093,0.009191164,0.0,0.5040243268013,38.933643,69.125
69.2,8,86291,1560,0.2656957,0.2656957,184.93822693824768,0.009669838,0.0,0.8522608280181885,38.927193,69.2
65.775,9,86822,1569,0.24400191,0.24400191,185.80511808395386,0.008854406,0.0,0.6689321100711823,38.921303,65.775
66.35,6,87293,1575,0.26371118,0.26371118,186.61396503448486,0.010531222,0.0,0.6809327602386475,38.90161,66.35
67.825,7,87773,1582,0.22246447,0.22246447,187.622905254364,0.009510717,0.0,0.8414009362459183,38.91014,67.825
70.0,7,88301,1589,0.2772235,0.2772235,188.46192407608032,0.009416314,0.0,0.8228366076946259,38.89635,70.0
69.725,7,88817,1596,0.22964206,0.22964206,189.35882115364075,0.009852228,0.0,0.8333261162042618,38.887375,69.725
70.85,7,89302,1603,0.27325162,0.27325162,190.26854515075684,0.009473324,0.0,0.7248961627483368,38.890457,70.85
72.35,8,89851,1611,0.25396985,0.25396985,191.16627407073975,0.009799069,0.0,0.7092257142066956,38.87639,72.35
71.25,7,90344,1618,0.2366113,0.2366113,192.12639117240906,0.00946595,0.0,0.9083659276366234,38.875935,71.25
68.875,7,90765,1625,0.26686513,0.26686513,193.02337408065796,0.010050649,0.0,0.8337721079587936,38.891224,68.875
68.025,7,91266,1632,0.26245543,0.26245543,193.87787318229675,0.009287488,0.0,0.6520398259162903,38.89844,68.025
68.375,7,91751,1639,0.25140098,0.25140098,194.76097893714905,0.010419032,0.0,0.8934957310557365,38.91304,68.375
67.35,8,92282,1647,0.25299877,0.25299877,195.6511571407318,0.009444497,0.0,0.8415339440107346,38.915787,67.35
69.8,6,92782,1653,0.32932404,0.32932404,196.66322827339172,0.0094870515,0.0,0.38008612394332886,38.91939,69.8
69.65,7,93247,1660,0.25250253,0.25250253,198.67307496070862,0.009202214,0.0,0.8749033510684967,38.934696,69.65
70.15,8,93810,1668,0.26914316,0.26914316,199.77679419517517,0.009831179,0.0,0.8072029501199722,38.932327,70.15
71.45,7,94314,1675,0.29223824,0.29223824,200.5917272567749,0.00901221,0.0,0.887389250099659,38.929527,71.45
71.1,8,94864,1683,0.25885642,0.25885642,201.51445603370667,0.01044712,0.0,0.8425910472869873,38.93709,71.1
68.625,8,95396,1691,0.24657488,0.24657488,202.42413806915283,0.0105211865,0.0,0.8158920705318451,38.93861,68.625
69.025,7,95875,1698,0.25710553,0.25710553,203.34969019889832,0.010093173,0.0,0.9215053766965866,38.936695,69.025
68.45,8,96389,1706,0.27089605,0.27089605,204.39276909828186,0.011739662,0.0,0.8602983802556992,38.9362,68.45
68.55,6,96887,1712,0.2521285,0.2521285,205.48154020309448,0.009969984,0.0,0.828466460108757,38.93202,68.55
70.2,7,97404,1719,0.25490284,0.25490284,206.69185614585876,0.009566549,0.0,0.856773316860199,38.942257,70.2
71.325,8,97979,1727,0.27447563,0.27447563,208.2052710056305,0.01015019,0.0,0.8369350880384445,38.94447,71.325
70.0,7,98422,1734,0.2646426,0.2646426,209.20735621452332,0.0104462495,0.0,0.8827167078852654,38.93982,70.0
71.275,8,98979,1742,0.24265559,0.24265559,210.0599811077118,0.00947281,0.0,0.8592867851257324,38.911095,71.275
71.0,8,99569,1750,0.2658368,0.2658368,211.01613903045654,0.009975471,0.0,0.9013193249702454,38.918102,71.0
69.9,8,100108,1758,0.23223844,0.23223844,212.01915216445923,0.009997105,0.0,0.8886235505342484,38.920406,69.9
73.025,6,100649,1764,0.26828519,0.26828519,212.97830200195312,0.010731493,0.0,0.9277859777212143,38.900394,73.025
73.825,8,101246,1772,0.25484985,0.25484985,213.76013016700745,0.011418457,0.0,0.8190681487321854,38.907516,73.825
75.1,6,101696,1778,0.2523626,0.2523626,214.58592009544373,0.010107085,0.0,0.5559645891189575,38.91427,75.1
75.025,8,102274,1786,0.264603,0.264603,215.49137425422668,0.010940358,0.0,0.834121510386467,38.935184,75.025
74.025,8,102827,1794,0.24747019,0.24747019,216.59713006019592,0.009641503,0.0,0.7988606095314026,38.927288,74.025
74.3,6,103268,1800,0.27745008,0.27745008,218.0710871219635,0.009451174,0.0,0.8638919740915298,38.924767,74.3
75.325,7,103848,1807,0.30479667,0.30479667,219.2590081691742,0.01055179,0.0,0.8564303815364838,38.942867,75.325
76.1,6,104346,1813,0.26426047,0.26426047,220.36416101455688,0.009513974,0.0,0.7298928499221802,38.948437,76.1
75.375,8,104905,1821,0.23287225,0.23287225,221.463228225708,0.009356704,0.0,0.7938384711742401,38.955685,75.375
74.6,8,105470,1829,0.28690386,0.28690386,223.18337416648865,0.009339338,0.0,0.7588804364204407,38.943653,74.6
74.475,7,105943,1836,0.23833948,0.23833948,225.90811014175415,0.010774722,0.0,0.7786920964717865,38.909424,74.475
74.6,5,106377,1841,0.30479282,0.30479282,228.66207003593445,0.010160405,0.0,0.769072413444519,38.89913,74.6
74.575,6,106831,1847,0.29340622,0.29340622,231.27404808998108,0.010324682,0.0,0.8374986946582794,38.89465,74.575
72.75,6,107256,1853,0.29950327,0.29950327,233.64195919036865,0.009831883,0.0,0.7543418705463409,38.88762,72.75
71.575,8,107768,1861,0.2280994,0.2280994,236.08923435211182,0.010679451,0.0,0.7841378152370453,38.881115,71.575
70.675,6,108184,1867,0.28567287,0.28567287,238.88516402244568,0.009921827,0.0,0.8324493020772934,38.88405,70.675
72.55,6,108664,1873,0.2627657,0.2627657,241.26716899871826,0.010202717,0.0,0.8263873606920242,38.875683,72.55
71.05,8,109219,1881,0.25559348,0.25559348,243.98145508766174,0.009330202,0.0,0.8658517450094223,38.889034,71.05
71.95,6,109709,1887,0.31559193,0.31559193,246.65452218055725,0.010322692,0.0,0.8252180963754654,38.89678,71.95
73.75,6,110206,1893,0.27222836,0.27222836,249.42954230308533,0.009560073,0.0,0.8765366747975349,38.889877,73.75
75.1,8,110772,1901,0.24526465,0.24526465,251.8195300102234,0.010151677,0.0,0.6715590059757233,38.87422,75.1
76.775,6,111255,1907,0.26501906,0.26501906,254.35375428199768,0.010433741,0.0,0.8445598930120468,38.88672,76.775
76.775,6,111735,1913,0.2787271,0.2787271,256.75843620300293,0.009766547,0.0,0.8471443504095078,38.884594,76.775
77.55,6,112185,1919,0.29638395,0.29638395,259.6502630710602,0.009647156,0.0,0.8870264813303947,38.88209,77.55
75.375,9,112812,1928,0.28921592,0.28921592,261.0507471561432,0.010145005,0.0,0.8273840546607971,38.872845,75.375
75.65,7,113379,1935,0.26104054,0.26104054,261.85802817344666,0.01080631,0.0,0.7030588686466217,38.871822,75.65
75.4,7,113878,1942,0.25938654,0.25938654,262.65077018737793,0.010852031,0.0,0.9252815842628479,38.86952,75.4
73.8,7,114368,1949,0.2539657,0.2539657,263.5961000919342,0.011633149,0.0,0.7840152531862259,38.859215,73.8
73.725,6,114828,1955,0.27230233,0.27230233,264.51452898979187,0.009995608,0.0,0.8626295775175095,38.881832,73.725
75.25,6,115327,1961,0.27028525,0.27028525,265.3721761703491,0.010099879,0.0,0.7455914914608002,38.89574,75.25
75.675,7,115839,1968,0.2841665,0.2841665,266.2867660522461,0.009895096,0.0,0.9067315012216568,38.900806,75.675
74.7,8,116429,1976,0.27278394,0.27278394,267.59909105300903,0.010233348,0.0,0.7119137346744537,38.87709,74.7
74.4,8,116996,1984,0.26854652,0.26854652,268.4424641132355,0.010103891,0.0,0.8292508125305176,38.884315,74.4
74.75,8,117563,1992,0.25977403,0.25977403,269.3424971103668,0.009756738,0.0,0.7312314212322235,38.875896,74.75
73.975,6,118036,1998,0.24751213,0.24751213,270.16600823402405,0.010883557,0.0,0.8789113461971283,38.888805,73.975
75.025,6,118527,2004,0.29379946,0.29379946,270.97624230384827,0.011674925,0.0,0.6714232861995697,38.882328,75.025
73.85,8,119090,2012,0.33532417,0.33532417,271.8507311344147,0.010545246,0.0,0.8159970194101334,38.881237,73.85
73.45,6,119511,2018,0.2504477,0.2504477,272.7253031730652,0.010212425,0.0,0.8446690738201141,38.89657,73.45
